iter	Logloss
372	0.2897653951
373	0.2894396596
374	0.2891700299
375	0.2887894271
376	0.2885809069
377	0.2881920059
378	0.2879277514
379	0.28764264
380	0.2872300581
381	0.2868953061
382	0.286500906
383	0.2861259262
384	0.2856904562
385	0.2854621689
386	0.2852128016
387	0.2847803042
388	0.2845650215
389	0.2841745847
390	0.2838924705
391	0.2836699548
392	0.2833684946
393	0.2829991626
394	0.2826264121
395	0.2824554196
396	0.2821707292
397	0.2819090261
398	0.2816534166
399	0.2813432371
400	0.2811175012
401	0.2807028139
402	0.2803541406
403	0.2800269189
404	0.2796328656
405	0.2794441867
406	0.2790362618
407	0.2788097332
408	0.2783841715
409	0.277981498
410	0.2777359455
411	0.2774048099
412	0.2771134315
413	0.2767857886
414	0.2764771201
415	0.2760007289
416	0.2758801448
417	0.2755032824
418	0.2752951585
419	0.2751172796
420	0.2748402435
421	0.2745506485
422	0.2741563723
423	0.2737717814
424	0.2735316784
425	0.2731566491
426	0.2728500862
427	0.2725506077
428	0.2722957661
429	0.2719458047
430	0.2717186321
431	0.2714900723
432	0.2712239352
433	0.2709612165
434	0.2705432842
435	0.2703768743
436	0.2700646636
437	0.2696894361
438	0.2695390776
439	0.2691975383
440	0.2688783918
441	0.2686653633
442	0.2684932065
443	0.2682326181
444	0.2679853068
445	0.2677178816
446	0.267397992
447	0.2671699029
448	0.2667722083
449	0.2666222213
450	0.2663691632
451	0.2661895009
452	0.2658603965
453	0.2655917081
454	0.2652931213
455	0.2649248049
456	0.2646519797
457	0.2644800211
458	0.264120523
459	0.2639056119
460	0.2637004605
461	0.2634868374
462	0.263039849
463	0.2627908533
464	0.2625292245
465	0.2622987078
466	0.2619006665
467	0.2614925434
468	0.2612188265
469	0.2610751065
470	0.2608186301
471	0.260448109
472	0.2601939362
473	0.2599647324
474	0.2597950031
475	0.2595679791
476	0.2593386018
477	0.2589242613
478	0.2586876758
479	0.2585227025
480	0.2582763325
481	0.2579595392
482	0.2577181482
483	0.2575242674
484	0.2573026682
485	0.2570838928
486	0.2568075502
487	0.2565094093
488	0.2562170153
489	0.2560001225
490	0.2558251418
491	0.25547523
492	0.2551964103
493	0.254969857
494	0.2546882134
495	0.2543370631
496	0.2542009725
497	0.253838279
498	0.2536759315
499	0.2533015462
500	0.2530809873
501	0.2527394481
502	0.2525385572
503	0.2523494076
504	0.2520340015
505	0.2515696488
506	0.2514195628
507	0.2511819617
508	0.2508830281
509	0.2506788923
510	0.2504402012
511	0.2501333658
512	0.249899183
513	0.2496711929
514	0.2493692126
515	0.2491304472
516	0.2488131833
517	0.248556905
518	0.2484927239
519	0.2482158859
520	0.2479697636
521	0.2477220808
522	0.2474766025
523	0.2471572083
524	0.2469940433
525	0.2466454939
526	0.2462310048
527	0.2458830004
528	0.2456639525
529	0.2454791874
530	0.2452856287
531	0.2450647478
532	0.2448339586
533	0.2446342567
534	0.2444426797
535	0.2441975482
536	0.2440072097
537	0.2437794178
538	0.2435502139
539	0.2434313886
540	0.2431757791
541	0.2427082309
542	0.2424579967
543	0.2421625806
544	0.241920818
545	0.2416039009
546	0.2413487125
547	0.2411251811
548	0.2406789606
549	0.2403571141
550	0.2401070037
551	0.2399283818
552	0.2396556805
553	0.239306388
554	0.2391367826
555	0.2389276678
556	0.2386559821
557	0.2383781284
558	0.2381566531
559	0.2379616329
560	0.2377836302
561	0.237505727
562	0.237163296
563	0.2367480637
564	0.2364567843
565	0.2361251286
566	0.2358102427
567	0.2355249578
568	0.2352225564
569	0.2349440835
570	0.2346458683
571	0.234511586
572	0.2342731426
573	0.2341300667
574	0.2338873628
575	0.2336926646
576	0.2334859774
577	0.2330417138
578	0.2327517225
579	0.2325812253
580	0.2323042882
581	0.2320969817
582	0.2319616838
583	0.2316637658
584	0.2315176679
585	0.231227305
586	0.2309236403
587	0.2307650578
588	0.2305639688
589	0.2303494788
590	0.2301703614
591	0.2299474493
592	0.2298354855
593	0.2297044482
594	0.2295572355
595	0.2293071004
596	0.2291279582
597	0.2288613257
598	0.228703536
599	0.2284006391
600	0.2282446824
601	0.2280136207
602	0.2278057941
603	0.2276205088
604	0.22720436
605	0.2269623496
606	0.2268490234
607	0.2266569014
608	0.2264132066
609	0.226152098
610	0.2259573503
611	0.2257807348
612	0.2255518529
613	0.2253458593
614	0.2251359023
615	0.2249104388
616	0.2246606009
617	0.2244640697
618	0.2240771504
619	0.2238766311
620	0.2236694732
621	0.2235674672
622	0.2233916939
623	0.2231629112
624	0.2229922406
625	0.2226507013
626	0.2223597935
627	0.2220950189
628	0.221882461
629	0.2217645521
630	0.221448824
631	0.2212561075
632	0.2210538294
633	0.2207927456
634	0.2205733758
635	0.2203834831
636	0.2202584155
637	0.2200360484
638	0.2198192051
639	0.2196820742
640	0.2194085555
641	0.2191570084
642	0.2188421968
643	0.2187493064
644	0.2185299118
645	0.2183892386
646	0.2181923111
647	0.2179850789
648	0.2177369006
649	0.2175299409
650	0.2173655621
651	0.2170812186
652	0.2169018287
653	0.2167316288
654	0.2165732941
655	0.2163236048
656	0.2161163231
657	0.2159118157
658	0.2157472388
659	0.2154650502
660	0.2152815237
661	0.2151076082
662	0.2148594794
663	0.2147028044
664	0.2145140512
665	0.2144094195
666	0.2140679298
667	0.2138461324
668	0.2136162101
669	0.2135037757
670	0.2132914902
671	0.213187354
672	0.2129607758
673	0.2125120039
674	0.2122665009
675	0.2120783422
676	0.2118618953
677	0.2116731421
678	0.2113459451
679	0.2110580345
680	0.2108115654
681	0.210642827
682	0.2104263058
683	0.2101901166
684	0.2098839995
685	0.2097733733
686	0.2095189776
687	0.2092531378
688	0.2090238348
689	0.2088771176
690	0.2086592092
691	0.2084565844
692	0.2082980515
693	0.2081607967
694	0.2079676839
695	0.2075893353
696	0.2074768265
697	0.2072890517
698	0.2071524286
699	0.2067760121
700	0.2065294191
701	0.2064303856
702	0.2062747262
703	0.2060652151
704	0.2059016414
705	0.205645425
706	0.2054797581
707	0.2053489066
708	0.2051612309
709	0.2049792525
710	0.2048233329
711	0.2045739657
712	0.2044301219
713	0.2043004965
714	0.2040905891
715	0.2038943675
716	0.2037078932
717	0.2035143592
718	0.2033286404
719	0.2031262633
720	0.2029550354
721	0.2026494385
722	0.2025202466
723	0.2022966657
724	0.2021406099
725	0.2019849505
726	0.2016552516
727	0.2014208212
728	0.2013137867
729	0.2011039164
730	0.2009295674
731	0.2004959057
732	0.2004079447
733	0.2003133699
734	0.2000919689
735	0.1998556063
736	0.1996667292
737	0.1994796109
738	0.1991828572
739	0.1990226399
740	0.1987814965
741	0.1986409101
742	0.1985512894
743	0.1984330462
744	0.1982979093
745	0.1980443187
746	0.1977596159
747	0.1974702563
748	0.1973231922
749	0.1970247293
750	0.1969078857
751	0.1967794617
752	0.1965253013
753	0.1963798845
754	0.1960683302
755	0.1959167332
756	0.1957463227
757	0.1953884719
758	0.1952099119
759	0.1951049706
760	0.1949882631
761	0.194753523
762	0.1946001177
763	0.1943539706
764	0.1941539219
765	0.1939372521
766	0.1937759077
767	0.1934896568
768	0.1932799352
769	0.1931245358
770	0.1929072838
771	0.1927559593
772	0.1926389422
773	0.1924618932
774	0.1922951488
775	0.1920230172
776	0.1918424879
777	0.1917221144
778	0.1914807357
779	0.1913065972
780	0.1911316042
781	0.1909366459
782	0.1907492179
783	0.1905672891
784	0.1903505078
785	0.1902297875
786	0.1901042492
787	0.189783889
788	0.1895082771
789	0.1893977623
790	0.1892609906
791	0.189124578
792	0.1890261762
793	0.1888752974
794	0.1886843768
795	0.1885268843
796	0.188289952
797	0.1881138566
798	0.1879430622
799	0.1876805169
800	0.1874196436
801	0.1872101573
802	0.1871692732
803	0.1870737943
804	0.1867530748
805	0.1864179264
806	0.186279173
807	0.1861522848
808	0.1859779358
809	0.1857593462
810	0.1855824706
811	0.185361887
812	0.1851998614
813	0.1850286335
814	0.1848237422
815	0.184631422
816	0.1844589927
817	0.1843267416
818	0.1842381242
819	0.1840857716
820	0.1839298397
821	0.1838611751
822	0.1837109405
823	0.183549014
824	0.1834207758
825	0.18314369
826	0.1830101509
827	0.1828534882
828	0.1827089508
829	0.1825643886
830	0.1823654299
831	0.1822897056
832	0.1820468903
833	0.1818385062
834	0.1816917642
835	0.1815326988
836	0.181396955
837	0.181146696
838	0.1809602341
839	0.1808254564
840	0.180623005
841	0.1804090723
842	0.1802571037
843	0.1800948304
844	0.1799359879
845	0.1798325328
846	0.179683289
847	0.1794958486
848	0.1793037637
849	0.1791560309
850	0.1789537777
851	0.1787460005
852	0.1784918401
853	0.1782417421
854	0.1779987905
855	0.177847181
856	0.1777524824
857	0.1775287529
858	0.1774253102
859	0.1772255092
860	0.1770887251
861	0.1769545914
862	0.1767483501
863	0.1765650712
864	0.1764188494
865	0.1761801955
866	0.1760019946
867	0.1758485026
868	0.1757351764
869	0.1755168221
870	0.175350536
871	0.1752373832
872	0.175016589
873	0.1748975035
874	0.1747912122
875	0.1745031035
876	0.1743116255
877	0.1742011231
878	0.1740688473
879	0.1739283723
880	0.173764427
881	0.1736495774
882	0.1734488103
883	0.173290872
884	0.1731726411
885	0.1730584231
886	0.172732861
887	0.1725191513
888	0.1723837295
889	0.1722576092
890	0.172137471
891	0.1720319228
892	0.1718669495
893	0.17169779
894	0.1715937899
895	0.1715292002
896	0.1713212001
897	0.1711306882
898	0.1710028091
899	0.1708896687
900	0.1708535033
901	0.1707065756
902	0.1705725781
903	0.1704280655
904	0.1702912566
905	0.1701396595
906	0.1699745872
907	0.1697446897
908	0.169583011
909	0.1693782063
910	0.1691614993
911	0.1690244922
912	0.168910844
913	0.1686788286
914	0.1685973948
915	0.1684571799
916	0.1682571931
917	0.1681335127
918	0.1679311232
919	0.1677488476
920	0.167544303
921	0.1673749453
922	0.167201711
923	0.1670526653
924	0.1669206248
925	0.1668605681
926	0.1665981714
927	0.1664507606
928	0.1663211476
929	0.1662072268
930	0.1661153645
931	0.1660121323
932	0.1658570921
933	0.1657401246
934	0.1656416113
935	0.1655699371
936	0.1653689719
937	0.1652159257
938	0.1650592878
939	0.1646672038
940	0.1645209325
941	0.1644375913
942	0.1642850653
943	0.1642420385
944	0.1640922497
945	0.1640266691
946	0.1638185452
947	0.163706024
948	0.1635199956
949	0.1633753591
950	0.1632353176
951	0.1630646842
952	0.1629392574
953	0.1628254234
954	0.1626900264
955	0.1625413399
956	0.1624190838
957	0.162194958
958	0.1620610225
959	0.1618714395
960	0.1617036547
961	0.1615772743
962	0.161428402
963	0.1613283529
964	0.1611739691
965	0.1609592562
966	0.1608457194
967	0.1607446794
968	0.1607065572
969	0.1605065086
970	0.1603829892
971	0.1602419816
972	0.1601492894
973	0.160120704
974	0.1599543435
975	0.1598077997
976	0.1596058685
977	0.1594086436
978	0.1592373662
979	0.1591412928
980	0.1590238299
981	0.1588307418
982	0.1586736208
983	0.1584590813
984	0.1582713561
985	0.158125543
986	0.1580001162
987	0.1578245782
988	0.1576761766
989	0.1575291374
990	0.1573940376
991	0.157260003
992	0.1570339203
993	0.1569632741
994	0.1568587415
995	0.1567056705
996	0.1564930755
997	0.1563099081
998	0.1562222691
999	0.1560665725

935
